,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
3470,scoping,1,Scoping,Environmental_Impact_Statement,Environmental_Impact_Statement_EIS,DEIS,Draft_Environmental_Impact,draft_EIS,Environmental_Impact_Statements,Environmental_Impact_Study,stakeholder_consultation,
3471,separation,6,seperation,separating,separations,Separation,breakup,separated,split,outperformed_Luke_McCown,splitting,
3472,smoother,41,smooth,quicker,Smoother,crisper,smoother_ride,smoothest,faster,easier,simpler,
3473,toil,1,toiling,toiled,labors,toils,laboring,Toiling,slaving_away,backbreaking_labor,labored,
3474,dealing,4,Dealing,dealt,coping,grappling,confronting,grapple,Coping,cope,facing,
3475,olde,2,ye_olde,Ye_olde,olde_worlde,auld,quaint,Merry_Olde,hoose,victorian,yins,
3476,shifted,10,shifting,switched,moved,shift,Shifting,changed,drifted,gravitated,reoriented,
3477,pare,3,paring,pared,whittle,pares,trim,Paring,trimming,cut,trimmed,
3478,selling,16,buying,sell,sold,Selling,sale,purchasing,sellers,reselling,seller,
3479,imperfect,3,flawed,fallible,imperfection,deeply_flawed,Imperfect,inherently_flawed,infallible,perfectible,imprecise,
3480,statement,5,statment,e_mailed_statement,press_release,letter,strongly_worded_statement,astatement,remarks,communique,announcement,
3481,relationship,1,relationships,friendship,mutually_beneficial_relationship,ties,Relationship,realtionship,partnership,relations,rela_tionship,
3482,snapping,3,snapped,snap,Snapping,scooping,ripping,gobbling,tearing,pulling,grabbing,
3483,depressingly,1,distressingly,frighteningly,dispiritingly,disturbingly,shockingly,painfully,disappointingly,laughably,numbingly,
3484,consult,2,consulted,advise,Consult,consults,liaise,liase,Always_consult,inform,consultations,
3485,obstructed,4,obstruct,impeded,obstructing,obstructs,blocked,Obstructed,interfered,impeding,obstruction,
3486,convinced,24,unconvinced,adamant,confident,persuaded,believe,convince,believing,skeptical,assured,
3487,fred,3,adrian,samuel,francis,o'brien,joseph,thompson,eric,whitney,bryan,
3488,center,1,centers,facility,hub,Arndale_shopping,rubble_strewn_roundabout,Birmingham_Bullring_shopping,pro-AV/signage_entities,Cabot_Circus_shopping,cen_ter,
3489,king,4,kings,queen,monarch,crown_prince,prince,sultan,ruler,princes,Prince_Paras,
3490,picturesque,6,picture_postcard,scenic,idyllic,bucolic,verdant,tranquil,picturesque_countryside,picturesque_surroundings,picturesque_scenery,
3491,anticipate,6,anticipates,foresee,expect,anticipating,intend,anticipate_intend,envision,envisage,conditional_tenses,
3492,trudge,2,trudging,trudged,slogged,trudges,slogging,plod,amble,saunter,traipse,
3493,keeper,1,goalkeeper,shotstopper,goalbound,flicked_header,keeper_parried,looping_header,net_minder,Gabor_Kiraly,Seuke,
3494,recording,1,Recording,recordings,recorded,Recorded,Whoa_Sailor,OAISYS_,Simplifile_e,FLAC_format,audio,
3495,nevertheless,86,nonetheless,although,however,though,Nevertheless,indeed,Nonetheless,moreover,but,
3496,supposed,83,meant,going,intended,gonna,trying,suposed,wanted,not,want,
3497,elaborate,4,specify,divulge,divulge_specifics,specifics,intricate,elaborating,speculate,reveal,elaborately,
3498,seamlessly,4,effortlessly,seamless,seemlessly,Seamlessly,fluidly,bi_directionally,securely,flawlessly,dynamically,
3499,treated,4,treat,treating,Treated,Treating,treats,hospitalized,treatment,transported,Treat,
3500,mossy,2,moss_covered,moss,mossy_rocks,rills,lichen_covered,fir_needles,ferny,maidenhair_ferns,hummocks,
3501,heaviest,20,heavy,heavier,Heaviest,lightest,Heavy,heftiest,biggest,worst,Pijaya_director,
3502,beforehand,22,afterwards,afterward,before,Beforehand,anyway,Maddy_Ahearn,if,had,never,
3503,randomly,2,random,Randomly,randomly_selected,randomly_chosen,offering_infinite_playability,haphazardly,randomly_selects,arbitrarily,indiscriminately,
3504,irregular,2,irregularly,Irregular,abnormal,irregularity,Dahshur_bent_pyramid,everything_unravels_Schwieterman,irregularities,abnormally,asymmetrical,
3505,overblown,2,exaggerated,grossly_exaggerated,overhyped,unfounded,overexaggerated,vastly_overblown,overstated,wildly_exaggerated,overplayed,
3506,self,1,Self,narcissistic,selfconfidence,self_actualization,self_righteous,self_aggrandizing,commandoes_acted,narcissism,self_loathing,
3507,internal,3,Internal,external,internally,externally,bile_leakage,constitutive_principle,ongoing,Microsoft_resources_ensu,Iraq_Ahmed_Danaf,
3508,ramped,1,ramping,ratcheted,ratcheting,beefed,ratchet,beefing,Ramping,amping,cranked,
3509,analogy,1,analogies,metaphor,simile,apt_analogy,metaphors,anology,aphorism,anecdote,phrase,
3510,isolating,4,isolate,Isolating,marginalizing,isolation,isolates,isolated,distancing,secluding,confining,
3511,retired,3,retiring,Retired,retires,retire,Retiring,retirement,semiretired,Occupation_Retired,former,
3512,rucksack,7,backpack,rucksacks,haversack,knapsack,holdall,suitcase,satchel,backback,duffle_bag,
3513,bumping,3,bumped,bump,banging,Bumping,slapping,butting,slamming,bouncing,jumping,
3514,kg,1,kgs,kilogram,kilograms,##kg,Kg,kilo,###kg,Kgs,kilos,
3515,traditional,2,Traditional,conventional,traditonal,tradtional,tradional,nontraditional,traditionally,compact_undulating_greens,old_fashioned,
3516,charitable,1,philanthropic,charitable_organizations,charity,charities,charitable_causes,Charitable,charitable_donations,philanthropy,charitable_contributions,
3517,disturbed,2,perturbed,alarmed,dismayed,disturbs,disturb,annoyed,appalled,shocked,frightened,
3518,vaunted,2,ballyhooed,maligned,juggernaut,heralded,mighty,fabled,outpassing,SCOUTING_THE_DEFENSE,potent,
3519,hovered,2,hovering,hovers,hover,fluctuated,soared,dipped,plummeted,crept,risen,
3520,sanctity,3,sacredness,dignity,integrity,sacred,inviolability,inviolable,morality,sacrosanct,maryada,
3521,awakens,1,awakes,wakes,wakens,awaken,rouses,discovers,reawakens,awaking,stumbles_upon,
3522,unusable,3,unuseable,inoperable,obsolete,usable,inaccessible,useless,inoperative,useable,impassable,
3523,uneven,2,unevenness,Uneven,patchy,unevenly,bumpy,subpar,sluggish,inconsistent,unsteady,
3524,flesh,1,chasing_tadalafil_cialis,goosebumps_de_rigeur,gristle,succulent_flesh,india_generic_cialis,fleshy,Quranic_texts_engraved,sinew,fleshly,
3525,hospitable,8,congenial,friendlier,inhospitable,welcoming,unwelcoming,tolerant,friendly,pleasant,unfriendly,
3526,abiding,2,abides,adhering,abide,abided,obeying,adhered,flouting,abidance,Abiding,
3527,heatmap,1,favicons,heatmaps,Sitelinks,Quality_Score,Google_Adsense_ads,Realtime_Search,GoogleEarth,treemap,#:##:##_PM_Keri_Morgret,
3528,asking,20,ask,requesting,asked,asks,Asking,urging,imploring,begging,telling,
3529,boulder,1,boulders,rocks,ton_boulder,scree_slope,rock_outcropping,sandstone_cliff,rockface,granite_boulders,sandstone_slab,
3530,underexposure,3,color_fringing,vignetting,pixelization,motion_judder,graininess,ISO_sensitivities,backlight_bleed,underexpose,pixellation,
3531,dependent,14,reliant,dependent_upon,heavily_dependent,depend,heavily_reliant,depended,depends,wholly_dependent,rely,
3532,liquid,1,Milanka_index,Milanka_Index,ECX_ICE_Futures,nontoxic_antifreeze,potassium_hydroxide,Liquid,Carefully_pour,pumpable,magnetostrictive_linear_position,
3533,trek,34,treks,journey,mile_trek,jaunt,trip,arduous_trek,trekked,sojourn,trekking,
3534,necessitate,29,necessitates,entail,require,necessitated,necessitating,preclude,involve,entails,mean,
3535,deleting,2,Deleting,delete,deletes,deleted,retyping,deleting_files,appending,uninstalling,removing,
3536,grew,12,grown,Growing,rose,grow,grows,growing,Grew,swelled,inched,
3537,valuable,60,invaluable,useful,priceless,valuble,important,vital,precious,Valuable,irreplaceable,
3538,closely,5,Closely,keenly,closley,intensively,diligently,attentively,carefully,intently,vigilantly,
3539,compass,1,compasses,magnetic_compass,AKM_Semiconductor_touch,sextant,altimeter_barometer,gyroscope_accelerometer,sextants,compass_bearings,compass_needle,
3540,silk,1,Yavkashtiyev_head,brocade,silk_organza,silk_brocade,jacquard,silk_linen,embroidered_silk,shantung,embroideries,
3541,sill,1,sills,side_sills,trunklid,rear_wheel_arches,door_sills,frameless_doors,bodyside,jambs,louvered,
3542,distraction,8,distracting,distractions,distracted,distract,distracts,distractive,sideshow,unwelcome_distraction,hindrance,
3543,appeal,1,appeals,appealing,appealed,Appeal,rehearing,apeal,Appealing,ceasing_hostilities_immediately,ruling,
3544,immerse,1,immersing,immersed,immerse_themselves,immerses,Immersing,engross,submerge,immerse_myself,acquaint,
3545,adhering,2,adhered,adhere,strictly_adhering,adheres,adherence,strict_adherence,complying,Strict_adherence,obeying,
3546,folding,1,folded,Folding,folds,rear_seat_backrests,foldable,##/##-split_rear_seatbacks,origami_shapes,rear_seatback,##/##-split_rear_seat,
3547,hype,2,hype_surrounding,hoopla,hyped,buzz,lofty_expectations,Hype,hyperbole,ballyhoo,overhyped,
3548,vincent,1,francis,joseph,bernard,armstrong,oliver,anita,samuel,pablo,cohen,
3549,leeway,2,latitude,wiggle_room,flexibility,carte_blanche,discretion,unfettered_discretion,_Giving_detainees_greater,cart_blanche,elbowroom,
3550,composite,1,Composite,composites,graphite_epoxy,carbon_Kevlar,reinforced_thermoplastic,leading_indicators_CLIs,prepregs,SAP_xApps_packaged,pultrusion,
3551,scenery,6,beautiful_scenery,stunning_scenery,spectacular_scenery,breathtaking_scenery,scenic,picturesque_scenery,gorgeous_scenery,lush_scenery,vistas,
3552,delicately,8,deftly,artfully,Delicately,delicate,expertly,tenderly,adroitly,skillfully,gently,
3553,dump,1,dumping,dumps,dumped,Dump,dispose,bury,unload,Dumping,stinking_rotting,
3554,throwing,5,tossing,threw,thrown,Throwing,flinging,throws,chucking,tossed,throw,
3555,intelligence,1,Intelligence,intel,CIA,counterintelligence,Alain_Chouet,Intelligence_Agency,counterterrorism,humint,chief_Ali_Mamluk,
3556,arrives,8,arrive,departs,begins,arrived,reappears,decamps,disembarks,enters,comes,
3557,achieves,22,attains,accomplishes,achieved,achieve,achieving,delivers,reaches,attain,attained,
3558,lowish,45,highish,eyewatering,paltry,stonking,skyhigh,low,goodish,bargainous,piffling,
3559,contour,1,contouring,contoured,contours,waviness,chamfer,curvature,facial_contours,curvatures,beveled,
3560,feared,10,fearing,worried,fearful,fear,Fearing,believed,fears,hoped,warned,
3561,gravitation,1,gravitational_attraction,gravitational,universal_gravitation,gravitational_pull,Brownian_motion,Newtonian,celestial_mechanics,dynamical,gravitational_pulls,
3562,expert,2,Expert,experts,specialist,consultant,researcher,professor,emeritus_professor,associate_professor,guru,
3563,intersected,1,intersected_mineralization,holes_intersected,mineralization_intersected,mineralized_zone,mineralization,mineralization_encountered,intersected_#.#m,mineralized_porphyry,copper_mineralization,
3564,muted,2,subdued,tepid,Muted,lackluster,dampened,downbeat,buoyant,strangely_muted,sparse,
3565,myriad,20,multitude,plethora,innumerable,numerous,various,vast_array,dizzying_array,variety,countless,
3566,electrical,1,Electrical,electrical_wiring,wiring,transformer,improperly_soldered,electical,lightning_arrestors,transformer_substation,electrical_switchgear,
3567,respectively,2,repectively,respectivley,respective,Both,with##,apiece,and##,Respective,at##.#,
3568,champagne,1,champers,Champagne,Dom_Perignon,champaign,celebratory_champagne,sparkling_wine,Laurent_Perrier_champagne,bubbly,chilled_champagne,
3569,compliment,3,compliments,complement,complimenting,ultimate_compliment,complimented,backhanded_compliment,accolade,praise,plaudit,
3570,polarizer,1,polarizers,backlight_module,LTPS,transmissive,circular_polarizer,glass_substrate,TFTs,LTPS_TFT,CCFLs,
3571,unconscious,1,unconcious,unresponsive,lying_unconscious,regained_consciousness,semiconscious,lifeless_body,coma,unconsious,unconsciousness,
3572,missing,5,Missing,disappeared,unaccounted,vanished,presumed_dead,missed,disappearance,ERROR_Object_template,dead,
3573,enormity,1,immensity,enormousness,graveness,magnitude,seriousness,sheer_enormity,vastness,monumental,colossal,
3574,blatant,1,shameless,egregious,blatent,blantant,blatantly,flagrant,barefaced,shameful,crass,
3575,printing,7,Printing,printer,printers,print,printing_presses,printed,lithographic_printing,gravure,bindery,
3576,contextualise,1,contextualize,contextualising,intellectualise,systematise,satirise,distil,contextualisation,demythologize,explicate,
3577,hesitant,6,reluctant,reticent,loath,leery,apprehensive,unwilling,hesitated,afraid,disinclined,
3578,influential,8,prominent,Influential,influencial,hugely_influential,respected,powerful,esteemed,revered,pre_eminent,
3579,tonality,4,tonal,tonalities,tonal_palette,timbres,timbral,chromaticism,sonorities,chromatic,sonority,
3580,sensitive,12,Sensitive,senstive,touchy,politically_sensitive,sensitivity,delicate,sensative,hypersensitive,sensitve,
3581,buzz,5,excitement,chatter,hype,hoopla,buzzing,hubbub,hype_surrounding,frenzy,excitment,
3582,risky,3,riskier,Risky,riskiest,risky_proposition,dangerous,risker,dicey,chancy,unwise,
3583,trudged,2,trudging,trudge,ambled,slogged,traipsed,strolled,trudges,plodded,tramped,
3584,volcanic,50,volcanoes,Volcanic,volcano,lava,volcanic_eruptions,volcanic_activity,magmatic,basaltic,lava_flows,
3585,sweep,2,sweeps,swept,sweeping,rout,Sweep,doubleheader_sweep,victory,whitewash,cleansweep,
3586,frosty,21,chilly,frostiest,frostier,icy,warm,cold,frigid,chillier,stormy,
3587,entail,28,entails,entailed,involve,necessitate,involves,entailing,require,mean,preclude,
3588,pt,9,stls,rbds,w,2pt,rbs,pts,RPM_ASM,R.Williams,3pt,
3589,creativity,10,creativeness,creative,inventiveness,boundless_creativity,Creativity,ingenuity,originality,creative_juices,kuumba,
3590,strategy,21,stategy,strategies,Strategy,pronged_strategy,startegy,plan,strategic,approach,multi_pronged_strategy,
3591,rattle,1,rattling,rattled,rattles,unnerve,unsettle,shatter,thump,shook,Rattling,
3592,lamp,16,lamps,Rubbery_pizza_languishing,tealight,candle,lantern,bulb,candleholder,sconce,fluorescent_bulb,
3593,collected,3,collecting,collect,collects,Collected,colleted,Collecting,retrieved,amassed,deposited,
3594,combine,15,combining,combines,meld,Combining,merge,Combine,combined,combination,merges,
3595,deduced,1,deduce,infer,surmised,divined,discerned,surmise,deduces,posited,ascertained,
3596,firm,2,firms,Firm,consulting_firm,consultancy,company,LLP,Bevan_Ashford,Taylor_Wessing_LLP,firm_Piper_Rudnick,
3597,misunderstood,3,misinterpreted,misconstrued,misinformed,misquoted,misunderstand,mistaken,ignorant,grossly_misunderstood,confused,
3598,lived,11,resided,living,summered,emigrated,residing,resides,practiced_dentistry,reside,stayed,
3599,packable,3,adjustable_strap,daypacks,daypack,waterproof_jacket,windproof_jacket,waterproof_breathable,bivy_sack,breathable_fabric,carryall,
3600,convert,9,converting,converted,converts,conversion,Convert,Converting,reconvert,coverted,conversions,
3601,anthony,7,thomas,gordon,ryan,gary,michael,gilbert,joel,russell,mitchell,
3602,repertoire,1,repetoire,repertoires,repertory,eclectic_repertoire,classical_repertoire,operatic_repertoire,stylistic_palette,orchestral_repertoire,repertories,
3603,instructor,2,instructors,Instructor,adjunct_instructor,teaches,adjunct_faculty_member,taught,Master_Instructor,aerobics_instructor,jumpmaster,
3604,unnecessarily,3,needlessly,unnecessary,unduly,excessively,unreasonably,needless,unjustifiably,pointlessly,unneccessarily,
3605,tweaked,3,tweak,tweaking,tweaks,tinkered,reworked,fine_tuned,tweeked,modified,altered,
3606,handling,5,Handling,handled,handle,mishandling,handles,mishandled,Darnell_Archey_brilliant,dealing,Accredo_distributes,
3607,fur,1,rabbit_fur,furs,Fur,pelts,faux_fur,fox_mink,Intentionally_importing,animal_pelts,mink,
3608,budget,1,budgets,budgetary,budget_shortfall,buget,Budget,biennium,departmental_budgets,Budgets,budgeted,
3609,joyful,1,joyous,Besnik_Berisha_Pristina,joy,joyousness,exuberant,uplifting,old_demonstrator_Juliya,sorrowful,cheerful,
3610,kick,1,kicks,kicked,kicking,Kick,Kicking,freekick,unleashed_piledriver,volley_cannoned,Douglas_Imrie,
3611,graffiti,1,grafitti,graffitti,Graffiti,graffiti_vandalism,taggers,graffiti_tagging,spray_paint,graffiti_taggers,graffiti_vandals,
3612,biking,1,bicycling,mountain_biking,Biking,cycling,bike,skateboarding_rollerblading,biking_hiking,bicycle,hiking_biking,
3613,wherever,14,Wherever,whenever,whereever,whatever,everywhere,somewhere_else,someplace_else,Everywhere,whomever,
3614,disappointing,2,dismal,lackluster,dissapointing,disheartening,bitterly_disappointing,Disappointing,dissappointing,disapointing,disappointed,
3615,rim,1,Wipe_jar,hoop,shots_clanked_cruelly,backboard,dribble,unpadded_pillar,basket,halfcourt,buzzer_bounced_harmlessly,
3616,frantic,1,frenzied,frenetic,frantically,Frantic,hectic,feverish,furious,panicky,shout_La_Migra,
3617,rid,9,ridding,Getting_rid,remove,eradicate,eliminate,banish,rids,erradicate,cleanse,
3618,helped,95,helping,helps,tried_unsuccessfully,enabled,tried,Helped,help,worked_tirelessly,conspired,
3619,funny,1,hilarious,humorous,hilariously_funny,amusing,found_loophole_Conk,goofy,comical,witty,funniest,
3620,lengthy,7,lenghty,lengthier,protracted,Lengthy,brief,lengthly,prolonged,arduous,tortuous,
3621,baseline,1,baselines,NeuroSky_prototype_measures,sent_Griner_lunging,crosscourt,including_looping_fallaway,Monfils_semifinalist,walk_distance_6MWD,Hb_A1C,girlfriend_Giselle_Bundchen,
